Data_padrao;Regiao;Valor
2010-03-01;Sudeste/C.Oeste;3929719.0
2010-03-01;Sul;1091851.0
2010-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);6162429.0
2010-04-01;Nordeste;794694.0
2010-04-01;Norte;191504.0
2010-04-01;Sistemas Isolados;112391.0
2010-04-01;Sudeste/C.Oeste;3865952.0
2010-04-01;Sul;1045106.0
2010-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);6009647.0
2010-05-01;Nordeste;802908.0
2010-05-01;Norte;197229.0
2010-05-01;Sistemas Isolados;109509.0
2010-05-01;Sudeste/C.Oeste;3618206.0
2010-05-01;Sul;929995.0
2010-05-01;TOTAL COMERCIAL (CATIVO + LIVRE);5657847.0
2010-06-01;Nordeste;775473.0
2010-06-01;Norte;203775.0
2010-06-01;Sistemas Isolados;113503.0
2010-06-01;Sudeste/C.Oeste;3431938.0
2010-06-01;Sul;895372.0
2010-06-01;TOTAL COMERCIAL (CATIVO + LIVRE);5420061.0
2010-07-01;Nordeste;735718.0
2010-07-01;Norte;197223.0
2010-07-01;Sistemas Isolados;109517.0
2010-07-01;Sudeste/C.Oeste;3287308.0
2010-07-01;Sul;893902.0
2010-07-01;TOTAL COMERCIAL (CATIVO + LIVRE);5223668.0
2010-08-01;Nordeste;735875.0
2010-08-01;Norte;207588.0
2010-08-01;Sistemas Isolados;115315.0
2010-08-01;Sudeste/C.Oeste;3477155.0
2010-08-01;Sul;915299.0
2010-08-01;TOTAL COMERCIAL (CATIVO + LIVRE);5451232.0
2010-09-01;Nordeste;751479.0
2010-09-01;Norte;212592.0
2010-09-01;Sistemas Isolados;121220.0
2010-09-01;Sudeste/C.Oeste;3632850.0
2010-09-01;Sul;939703.0
2010-09-01;TOTAL COMERCIAL (CATIVO + LIVRE);5657844.0
2010-10-01;Nordeste;794110.0
2010-10-01;Norte;214056.0
2010-10-01;Sistemas Isolados;121988.0
2010-10-01;Sudeste/C.Oeste;3667755.0
2010-10-01;Sul;914797.0
2010-10-01;TOTAL COMERCIAL (CATIVO + LIVRE);5712706.0
2010-11-01;Nordeste;836536.0
2010-11-01;Norte;210083.0
2010-11-01;Sistemas Isolados;120860.0
2010-11-01;Sudeste/C.Oeste;3705134.0
2010-11-01;Sul;960696.0
2010-11-01;TOTAL COMERCIAL (CATIVO + LIVRE);5833309.0
2010-12-01;Nordeste;889953.0
2010-12-01;Norte;207281.0
2010-12-01;Sistemas Isolados;116958.0
2010-12-01;Sudeste/C.Oeste;4057825.0
2010-12-01;Sul;1033456.0
2010-12-01;TOTAL COMERCIAL (CATIVO + LIVRE);6305473.0
2011-01-01;Nordeste;831047.0
2011-01-01;Norte;195007.0
2011-01-01;Sistemas Isolados;112053.0
2011-01-01;Sudeste/C.Oeste;4000094.0
2011-01-01;Sul;1111866.0
2011-01-01;TOTAL COMERCIAL (CATIVO + LIVRE);6250067.0
2011-02-01;Nordeste;800828.0
2011-02-01;Norte;178996.0
2011-02-01;Sistemas Isolados;106818.0
2011-02-01;Sudeste/C.Oeste;4094813.0
2011-02-01;Sul;1149499.0
2011-02-01;TOTAL COMERCIAL (CATIVO + LIVRE);6330954.0
2011-03-01;Nordeste;848892.0
2011-03-01;Norte;193660.0
2011-03-01;Sistemas Isolados;109308.0
2011-03-01;Sudeste/C.Oeste;4090580.0
2011-03-01;Sul;1130888.0
2011-03-01;TOTAL COMERCIAL (CATIVO + LIVRE);6373328.0
2011-04-01;Nordeste;835357.0
2011-04-01;Norte;196957.0
2011-04-01;Sistemas Isolados;111963.0
2011-04-01;Sudeste/C.Oeste;4073984.0
2011-04-01;Sul;1079477.0
2011-04-01;TOTAL COMERCIAL (CATIVO + LIVRE);6297738.0
2011-05-01;Nordeste;801918.0
2011-05-01;Norte;202887.0
2011-05-01;Sistemas Isolados;112171.0
2011-05-01;Sudeste/C.Oeste;3848903.0
2011-05-01;Sul;1036168.0
2011-05-01;TOTAL COMERCIAL (CATIVO + LIVRE);6002047.0
2011-06-01;Nordeste;779584.0
2011-06-01;Norte;219807.0
2011-06-01;Sistemas Isolados;119912.0
2011-06-01;Sudeste/C.Oeste;3623565.0
2011-06-01;Sul;975806.0
2011-06-01;TOTAL COMERCIAL (CATIVO + LIVRE);5718674.0
2011-07-01;Nordeste;770571.0
2011-07-01;Norte;212981.0
2011-07-01;Sistemas Isolados;119903.0
2011-07-01;Sudeste/C.Oeste;3590064.0
2011-07-01;Sul;960757.0
2011-07-01;TOTAL COMERCIAL (CATIVO + LIVRE);5654276.0
2011-08-01;Nordeste;798234.0
2011-08-01;Norte;221204.0
2011-08-01;Sistemas Isolados;126443.0
2011-08-01;Sudeste/C.Oeste;3734960.0
2011-08-01;Sul;998381.0
2011-08-01;TOTAL COMERCIAL (CATIVO + LIVRE);5879222.0
2011-09-01;Nordeste;807663.0
2011-09-01;Norte;228096.0
2011-09-01;Sistemas Isolados;134169.0
2011-09-01;Sudeste/C.Oeste;3929599.0
2011-09-01;Sul;1013575.0
2011-09-01;TOTAL COMERCIAL (CATIVO + LIVRE);6113102.0
2011-10-01;Nordeste;840270.0
2011-10-01;Norte;224830.0
2011-10-01;Sistemas Isolados;133146.0
2011-10-01;Sudeste/C.Oeste;3937650.0
2011-10-01;Sul;1020582.0
2011-10-01;TOTAL COMERCIAL (CATIVO + LIVRE);6156478.0
2011-11-01;Nordeste;855855.0
2011-11-01;Norte;220619.0
2011-11-01;Sistemas Isolados;127431.0
2011-11-01;Sudeste/C.Oeste;3967154.0
2011-11-01;Sul;1036634.0
2011-11-01;TOTAL COMERCIAL (CATIVO + LIVRE);6207693.0
2011-12-01;Nordeste;913724.0
2011-12-01;Norte;230109.0
2011-12-01;Sistemas Isolados;129062.0
2011-12-01;Sudeste/C.Oeste;4099037.0
2011-12-01;Sul;1126012.0
2011-12-01;TOTAL COMERCIAL (CATIVO + LIVRE);6497944.0
2012-01-01;Nordeste;896463.0
2012-01-01;Norte;214586.0
2012-01-01;Sistemas Isolados;125384.0
2012-01-01;Sudeste/C.Oeste;4064638.69
2012-01-01;Sul;1165205.63
2012-01-01;TOTAL COMERCIAL (CATIVO + LIVRE);6466277.319999999
2012-02-01;Nordeste;863302.0
2012-02-01;Norte;200278.0
2012-02-01;Sistemas Isolados;138530.0
2012-02-01;Sudeste/C.Oeste;4159559.2800000003
2012-02-01;Sul;1246471.47
