Data_padrao;Granularidade;Valor
2019-09-01;Outros São Paulo;1206727.75
2019-10-01;Outros São Paulo;1277984.12
2019-11-01;Outros São Paulo;1286986.07
2019-12-01;Outros São Paulo;1216074.0499999998
2020-01-01;Outros São Paulo;1266805.84
2020-02-01;Outros São Paulo;1196249.97
2020-03-01;Outros São Paulo;1275162.09
2020-04-01;Outros São Paulo;1247600.36
2020-05-01;Outros São Paulo;1223883.69
2020-06-01;Outros São Paulo;1181767.4899999998
2020-07-01;Outros São Paulo;1214356.8200000003
2020-08-01;Outros São Paulo;1294743.8300000003
2020-09-01;Outros São Paulo;1327913.6
2020-10-01;Outros São Paulo;1334987.73
2020-11-01;Outros São Paulo;1270678.08
2020-12-01;Outros São Paulo;1214121.53
2021-01-01;Outros São Paulo;1268579.46
2021-02-01;Outros São Paulo;1284955.06
2021-03-01;Outros São Paulo;1353970.531
2021-04-01;Outros São Paulo;1319684.69
2021-05-01;Outros São Paulo;1306728.64
2021-06-01;Outros São Paulo;1281384.88
2021-07-01;Outros São Paulo;1247254.379
2021-08-01;Outros São Paulo;1295600.151
2021-09-01;Outros São Paulo;1347977.02
2021-10-01;Outros São Paulo;1421684.53
2021-11-01;Outros São Paulo;1263359.6
2021-12-01;Outros São Paulo;1309259.0
2022-01-01;Outros São Paulo;1303916.99
2022-02-01;Outros São Paulo;1229481.9499999995
2022-03-01;Outros São Paulo;1265843.961
2022-04-01;Outros São Paulo;1323873.6390000002
2022-05-01;Outros São Paulo;1293066.22
2022-06-01;Outros São Paulo;1261778.09
2022-07-01;Outros São Paulo;1277333.6990000005
2022-08-01;Outros São Paulo;1378397.5400000005
2022-09-01;Outros São Paulo;1308278.0699999998
2022-10-01;Outros São Paulo;1264831.76
2022-11-01;Outros São Paulo;1292889.0
2022-12-01;Outros São Paulo;1316331.22
2023-01-01;Outros São Paulo;1244591.2
2023-02-01;Outros São Paulo;1226233.391
2023-03-01;Outros São Paulo;1240980.12
2004-01-01;Residencial Brasil;6780680.48
2004-02-01;Residencial Brasil;6429238.280000001
2004-03-01;Residencial Brasil;6600338.16
2004-04-01;Residencial Brasil;6809006.55
2004-05-01;Residencial Brasil;6477341.3500000015
2004-06-01;Residencial Brasil;6291091.44
2004-07-01;Residencial Brasil;6292471.0200000005
2004-08-01;Residencial Brasil;6304477.140000001
2004-09-01;Residencial Brasil;6604390.05
2004-10-01;Residencial Brasil;6606514.0
2004-11-01;Residencial Brasil;6631190.28
2004-12-01;Residencial Brasil;6643371.33
2005-01-01;Residencial Brasil;7118537.83
2005-02-01;Residencial Brasil;6758333.18
2005-03-01;Residencial Brasil;6865215.67
2005-04-01;Residencial Brasil;7131738.16
2005-05-01;Residencial Brasil;6718147.450000001
2005-06-01;Residencial Brasil;6781275.740000001
2005-07-01;Residencial Brasil;6644820.500000001
2005-08-01;Residencial Brasil;6704674.96
2005-09-01;Residencial Brasil;6949354.659999999
2005-10-01;Residencial Brasil;6917987.29
2005-11-01;Residencial Brasil;6976441.22
2005-12-01;Residencial Brasil;7077729.789999999
2006-01-01;Residencial Brasil;7167632.079999999
2006-02-01;Residencial Brasil;7131815.55
2006-03-01;Residencial Brasil;7408516.949999999
2006-04-01;Residencial Brasil;7229825.780000001
2006-05-01;Residencial Brasil;6933355.68
2006-06-01;Residencial Brasil;6963592.809999999
2006-07-01;Residencial Brasil;6892915.389999999
2006-08-01;Residencial Brasil;6939971.699999999
2006-09-01;Residencial Brasil;7128370.58
2006-10-01;Residencial Brasil;7182235.960000001
2006-11-01;Residencial Brasil;7438708.48
2006-12-01;Residencial Brasil;7366884.799999999
2007-01-01;Residencial Brasil;7710353.0
2007-02-01;Residencial Brasil;7392941.0
2007-03-01;Residencial Brasil;7594317.0
2007-04-01;Residencial Brasil;7728826.0
2007-05-01;Residencial Brasil;7491488.0
2007-06-01;Residencial Brasil;7204161.0
2007-07-01;Residencial Brasil;7071277.0
2007-08-01;Residencial Brasil;7344516.0
2007-09-01;Residencial Brasil;7449312.0
2007-10-01;Residencial Brasil;7511776.0
2007-11-01;Residencial Brasil;7768281.0
2007-12-01;Residencial Brasil;7618124.0
2008-01-01;Residencial Brasil;8134240.7
2008-02-01;Residencial Brasil;7958717.0
2008-03-01;Residencial Brasil;7693600.9
2008-04-01;Residencial Brasil;7754681.1
2008-05-01;Residencial Brasil;7933880.7
2008-06-01;Residencial Brasil;7621230.4
2008-07-01;Residencial Brasil;7653505.2
2008-08-01;Residencial Brasil;7880631.6
2008-09-01;Residencial Brasil;7815707.9
2008-10-01;Residencial Brasil;8119784.8
2008-11-01;Residencial Brasil;8237719.1
2008-12-01;Residencial Brasil;7942689.4
2009-01-01;Residencial Brasil;8604549.0
2009-02-01;Residencial Brasil;8149451.0
2009-03-01;Residencial Brasil;8489683.0
2009-04-01;Residencial Brasil;8472103.0
2009-05-01;Residencial Brasil;8188290.0
2009-06-01;Residencial Brasil;7909294.0
2009-07-01;Residencial Brasil;8104911.0
2009-08-01;Residencial Brasil;8402964.0
2009-09-01;Residencial Brasil;8416801.0
2009-10-01;Residencial Brasil;8525741.0
2009-11-01;Residencial Brasil;8635752.0
2009-12-01;Residencial Brasil;8876631.0
2010-01-01;Residencial Brasil;9235076.0
2010-02-01;Residencial Brasil;8912339.0
2010-03-01;Residencial Brasil;9152747.0
2010-04-01;Residencial Brasil;9150250.0
2010-05-01;Residencial Brasil;8708999.0
2010-06-01;Residencial Brasil;8675796.0
2010-07-01;Residencial Brasil;8447539.0
2010-08-01;Residencial Brasil;8812297.0
2010-09-01;Residencial Brasil;8903996.0
2010-10-01;Residencial Brasil;8951048.0
2010-11-01;Residencial Brasil;8962739.0
2010-12-01;Residencial Brasil;9301844.0
2011-01-01;Residencial Brasil;9810199.0
2011-02-01;Residencial Brasil;9405182.0
2011-03-01;Residencial Brasil;9507847.0
2011-04-01;Residencial Brasil;9236686.0
2011-05-01;Residencial Brasil;9137821.0
2011-06-01;Residencial Brasil;8867816.0
2011-07-01;Residencial Brasil;9128445.0
2011-08-01;Residencial Brasil;9201316.0
2011-09-01;Residencial Brasil;9523959.0
2011-10-01;Residencial Brasil;9364967.0
2011-11-01;Residencial Brasil;9303323.0
2011-12-01;Residencial Brasil;9483105.0
2012-01-01;Residencial Brasil;9800235.55
2012-02-01;Residencial Brasil;9704924.77
2012-03-01;Residencial Brasil;10270603.42
2012-04-01;Residencial Brasil;9928135.47
2012-05-01;Residencial Brasil;9532019.14
2012-06-01;Residencial Brasil;9604889.5
2012-07-01;Residencial Brasil;9274297.07
2012-08-01;Residencial Brasil;9621636.85
2012-09-01;Residencial Brasil;9748529.22
2012-10-01;Residencial Brasil;9787981.07
2012-11-01;Residencial Brasil;10239385.17
2012-12-01;Residencial Brasil;10133212.3
2013-01-01;Residencial Brasil;10924885.0
2013-02-01;Residencial Brasil;10474529.0
2013-03-01;Residencial Brasil;10356996.0
2013-04-01;Residencial Brasil;10301585.0
2013-05-01;Residencial Brasil;10241914.0
2013-06-01;Residencial Brasil;10092191.0
2013-07-01;Residencial Brasil;10022335.0
2013-08-01;Residencial Brasil;10280497.0
2013-09-01;Residencial Brasil;10251165.0
2013-10-01;Residencial Brasil;10545296.0
2013-11-01;Residencial Brasil;10710888.0
2013-12-01;Residencial Brasil;10705681.0
2014-01-01;Residencial Brasil;11798319.0
2014-02-01;Residencial Brasil;11878858.0
2014-03-01;Residencial Brasil;11288501.0
2014-04-01;Residencial Brasil;10780340.0
2014-05-01;Residencial Brasil;10877148.0
2014-06-01;Residencial Brasil;10321869.0
2014-07-01;Residencial Brasil;10656938.0
2014-08-01;Residencial Brasil;10440492.0
2014-09-01;Residencial Brasil;10575615.0
2014-10-01;Residencial Brasil;11140609.0
2014-11-01;Residencial Brasil;11382391.0
2014-12-01;Residencial Brasil;11160770.0
2015-01-01;Residencial Brasil;12558302.07
2015-02-01;Residencial Brasil;11780261.0
2015-03-01;Residencial Brasil;11098110.0
2015-04-01;Residencial Brasil;10889663.0
2015-05-01;Residencial Brasil;10541785.0
2015-06-01;Residencial Brasil;10112848.0
2015-07-01;Residencial Brasil;10110752.0
2015-08-01;Residencial Brasil;10312915.0
2015-09-01;Residencial Brasil;10436503.0
2015-10-01;Residencial Brasil;11133353.0
2015-11-01;Residencial Brasil;11131741.0
2015-12-01;Residencial Brasil;11083535.0
2016-01-01;Residencial Brasil;11830096.0
2016-02-01;Residencial Brasil;11351945.0
2016-03-01;Residencial Brasil;11316243.0
2016-04-01;Residencial Brasil;11782473.0
2016-05-01;Residencial Brasil;10932332.0
2016-06-01;Residencial Brasil;10613953.0
2016-07-01;Residencial Brasil;10380620.0
2016-08-01;Residencial Brasil;10427772.0
2016-09-01;Residencial Brasil;10890071.0
2016-10-01;Residencial Brasil;10855564.0
2016-11-01;Residencial Brasil;11133955.0
2016-12-01;Residencial Brasil;11357061.0
2017-01-01;Residencial Brasil;11905635.0
2017-02-01;Residencial Brasil;11369668.0
2017-03-01;Residencial Brasil;12148953.0
2017-04-01;Residencial Brasil;11135480.0
2017-05-01;Residencial Brasil;10939059.0
2017-06-01;Residencial Brasil;10790711.0
2017-07-01;Residencial Brasil;10428729.0
2017-08-01;Residencial Brasil;10475249.0
2017-09-01;Residencial Brasil;11096707.0
2017-10-01;Residencial Brasil;11174696.0
2017-11-01;Residencial Brasil;11462132.0
2017-12-01;Residencial Brasil;11441479.0
2018-01-01;Residencial Brasil;11957246.49
2018-02-01;Residencial Brasil;11658888.43
2018-03-01;Residencial Brasil;11950323.669999998
2018-04-01;Residencial Brasil;11932953.14
2018-05-01;Residencial Brasil;11400720.67
2018-06-01;Residencial Brasil;11066195.6
2018-07-01;Residencial Brasil;10790601.66
2018-08-01;Residencial Brasil;10808782.58
2018-09-01;Residencial Brasil;11129561.61
2018-10-01;Residencial Brasil;11526904.869999995
2018-11-01;Residencial Brasil;11758805.84
2018-12-01;Residencial Brasil;11633959.569999998
2019-01-01;Residencial Brasil;12938073.15
2019-02-01;Residencial Brasil;12626667.78
2019-03-01;Residencial Brasil;12384049.920000002
2019-04-01;Residencial Brasil;11569458.55
2019-05-01;Residencial Brasil;11926593.65
2019-06-01;Residencial Brasil;11050316.56
2019-07-01;Residencial Brasil;10952285.85
2019-08-01;Residencial Brasil;10987004.139
2019-09-01;Residencial Brasil;11379178.959999995
2019-10-01;Residencial Brasil;11973113.880000005
2019-11-01;Residencial Brasil;12423678.16
2019-12-01;Residencial Brasil;12200705.99
2020-01-01;Residencial Brasil;12908508.549999995
2020-02-01;Residencial Brasil;12383228.64
2020-03-01;Residencial Brasil;12431859.35
2020-04-01;Residencial Brasil;12318358.18
2020-05-01;Residencial Brasil;11755901.77
2020-06-01;Residencial Brasil;11395964.929999998
2020-07-01;Residencial Brasil;11706528.430000002
2020-08-01;Residencial Brasil;11851775.819999998
2020-09-01;Residencial Brasil;12240388.31
2020-10-01;Residencial Brasil;13090078.260000002
2020-11-01;Residencial Brasil;12777893.45
2020-12-01;Residencial Brasil;13312692.07
2021-01-01;Residencial Brasil;13654031.42
2021-02-01;Residencial Brasil;12875837.510000002
2021-03-01;Residencial Brasil;13256387.510000002
2021-04-01;Residencial Brasil;13358894.95
2021-05-01;Residencial Brasil;11974093.18
2021-06-01;Residencial Brasil;12000079.24
2021-07-01;Residencial Brasil;11700591.12
2021-08-01;Residencial Brasil;11836597.58
2021-09-01;Residencial Brasil;12596417.980000002
2021-10-01;Residencial Brasil;12538159.05
2021-11-01;Residencial Brasil;12377506.17
2021-12-01;Residencial Brasil;13084842.93
2022-01-01;Residencial Brasil;13069831.97
2022-02-01;Residencial Brasil;13024936.69
2022-03-01;Residencial Brasil;13924000.29
2022-04-01;Residencial Brasil;12884804.03
2022-05-01;Residencial Brasil;12288895.47
2022-06-01;Residencial Brasil;11928166.03
2022-07-01;Residencial Brasil;11989129.67
2022-08-01;Residencial Brasil;12087967.000000002
2022-09-01;Residencial Brasil;12506523.94
2022-10-01;Residencial Brasil;12608031.22
2022-11-01;Residencial Brasil;12951891.430000002
2022-12-01;Residencial Brasil;13690417.15
2023-01-01;Residencial Brasil;13310747.680000002
2023-02-01;Residencial Brasil;13680910.88
2023-03-01;Residencial Brasil;14313516.12
2004-01-01;Residencial Sudeste_C_Oeste;4192521.46
2004-02-01;Residencial Sudeste_C_Oeste;3975902.8200000008
2004-03-01;Residencial Sudeste_C_Oeste;4114418.34
2004-04-01;Residencial Sudeste_C_Oeste;4231143.85
2004-05-01;Residencial Sudeste_C_Oeste;4021482.510000001
2004-06-01;Residencial Sudeste_C_Oeste;3891667.84
2004-07-01;Residencial Sudeste_C_Oeste;3919836.24
2004-08-01;Residencial Sudeste_C_Oeste;3924317.000000001
2004-09-01;Residencial Sudeste_C_Oeste;4102192.03
2004-10-01;Residencial Sudeste_C_Oeste;4128307.73
2004-11-01;Residencial Sudeste_C_Oeste;4104974.94
2004-12-01;Residencial Sudeste_C_Oeste;4073519.58
2005-01-01;Residencial Sudeste_C_Oeste;4391778.68
2005-02-01;Residencial Sudeste_C_Oeste;4119141.33
2005-03-01;Residencial Sudeste_C_Oeste;4221997.489999999
2005-04-01;Residencial Sudeste_C_Oeste;4445827.28
2005-05-01;Residencial Sudeste_C_Oeste;4151988.19
2005-06-01;Residencial Sudeste_C_Oeste;4218664.390000001
2005-07-01;Residencial Sudeste_C_Oeste;4118844.880000001
2005-08-01;Residencial Sudeste_C_Oeste;4133870.09
2005-09-01;Residencial Sudeste_C_Oeste;4349924.1
2005-10-01;Residencial Sudeste_C_Oeste;4310464.83
2005-11-01;Residencial Sudeste_C_Oeste;4315493.89
2005-12-01;Residencial Sudeste_C_Oeste;4388781.999999999
2006-01-01;Residencial Sudeste_C_Oeste;4416741.18
2006-02-01;Residencial Sudeste_C_Oeste;4418636.23
2006-03-01;Residencial Sudeste_C_Oeste;4647328.34
2006-04-01;Residencial Sudeste_C_Oeste;4507821.900000001
2006-05-01;Residencial Sudeste_C_Oeste;4333145.92
2006-06-01;Residencial Sudeste_C_Oeste;4337117.369999999
2006-07-01;Residencial Sudeste_C_Oeste;4275031.39
2006-08-01;Residencial Sudeste_C_Oeste;4303191.989999999
2006-09-01;Residencial Sudeste_C_Oeste;4446397.710000001
2006-10-01;Residencial Sudeste_C_Oeste;4457987.23
2006-11-01;Residencial Sudeste_C_Oeste;4574384.87
2006-12-01;Residencial Sudeste_C_Oeste;4567866.789999999
2007-01-01;Residencial Sudeste_C_Oeste;4739885.0
2007-02-01;Residencial Sudeste_C_Oeste;4544462.0
2007-03-01;Residencial Sudeste_C_Oeste;4765807.0
2007-04-01;Residencial Sudeste_C_Oeste;4814526.0
2007-05-01;Residencial Sudeste_C_Oeste;4651509.0
2007-06-01;Residencial Sudeste_C_Oeste;4419161.0
2007-07-01;Residencial Sudeste_C_Oeste;4342291.0
2007-08-01;Residencial Sudeste_C_Oeste;4511980.0
2007-09-01;Residencial Sudeste_C_Oeste;4632444.0
2007-10-01;Residencial Sudeste_C_Oeste;4652522.0
2007-11-01;Residencial Sudeste_C_Oeste;4815485.0
2007-12-01;Residencial Sudeste_C_Oeste;4684002.0
2008-01-01;Residencial Sudeste_C_Oeste;4991022.0
2008-02-01;Residencial Sudeste_C_Oeste;4915851.0
2008-03-01;Residencial Sudeste_C_Oeste;4731304.0
2008-04-01;Residencial Sudeste_C_Oeste;4799535.0
2008-05-01;Residencial Sudeste_C_Oeste;4958054.0
2008-06-01;Residencial Sudeste_C_Oeste;4717048.0
2008-07-01;Residencial Sudeste_C_Oeste;4727819.0
2008-08-01;Residencial Sudeste_C_Oeste;4878723.0
2008-09-01;Residencial Sudeste_C_Oeste;4821021.0
2008-10-01;Residencial Sudeste_C_Oeste;5034825.0
2008-11-01;Residencial Sudeste_C_Oeste;5112390.0
2008-12-01;Residencial Sudeste_C_Oeste;4828691.0
2009-01-01;Residencial Sudeste_C_Oeste;5296168.0
2009-02-01;Residencial Sudeste_C_Oeste;5023361.0
2009-03-01;Residencial Sudeste_C_Oeste;5283479.0
2009-04-01;Residencial Sudeste_C_Oeste;5212517.0
2009-05-01;Residencial Sudeste_C_Oeste;5089967.0
2009-06-01;Residencial Sudeste_C_Oeste;4854877.0
2009-07-01;Residencial Sudeste_C_Oeste;4981200.0
2009-08-01;Residencial Sudeste_C_Oeste;5139261.0
2009-09-01;Residencial Sudeste_C_Oeste;5163533.0
2009-10-01;Residencial Sudeste_C_Oeste;5243625.0
2009-11-01;Residencial Sudeste_C_Oeste;5329574.0
2009-12-01;Residencial Sudeste_C_Oeste;5498635.0
2010-01-01;Residencial Sudeste_C_Oeste;5695074.0
2010-02-01;Residencial Sudeste_C_Oeste;5530358.0
2010-03-01;Residencial Sudeste_C_Oeste;5602424.0
2010-04-01;Residencial Sudeste_C_Oeste;5641103.0
2010-05-01;Residencial Sudeste_C_Oeste;5343994.0
2010-06-01;Residencial Sudeste_C_Oeste;5263468.0
2010-07-01;Residencial Sudeste_C_Oeste;5102387.0
2010-08-01;Residencial Sudeste_C_Oeste;5427390.0
2010-09-01;Residencial Sudeste_C_Oeste;5505585.0
2010-10-01;Residencial Sudeste_C_Oeste;5539059.0
2010-11-01;Residencial Sudeste_C_Oeste;5467844.0
2010-12-01;Residencial Sudeste_C_Oeste;5734667.0
2011-01-01;Residencial Sudeste_C_Oeste;6044513.0
2011-02-01;Residencial Sudeste_C_Oeste;5837953.0
2011-03-01;Residencial Sudeste_C_Oeste;5903060.0
2011-04-01;Residencial Sudeste_C_Oeste;5730859.0
2011-05-01;Residencial Sudeste_C_Oeste;5644986.0
2011-06-01;Residencial Sudeste_C_Oeste;5424243.0
2011-07-01;Residencial Sudeste_C_Oeste;5543932.0
2011-08-01;Residencial Sudeste_C_Oeste;5624363.0
2011-09-01;Residencial Sudeste_C_Oeste;5886763.0
2011-10-01;Residencial Sudeste_C_Oeste;5772062.0
2011-11-01;Residencial Sudeste_C_Oeste;5728514.0
2011-12-01;Residencial Sudeste_C_Oeste;5796455.0
2012-01-01;Residencial Sudeste_C_Oeste;5954635.0
2012-02-01;Residencial Sudeste_C_Oeste;5930022.0
2012-03-01;Residencial Sudeste_C_Oeste;6314321.0
2012-04-01;Residencial Sudeste_C_Oeste;6184435.0
2012-05-01;Residencial Sudeste_C_Oeste;5809485.0
2012-06-01;Residencial Sudeste_C_Oeste;5879248.0
2012-07-01;Residencial Sudeste_C_Oeste;5621867.0
2012-08-01;Residencial Sudeste_C_Oeste;5847070.0
2012-09-01;Residencial Sudeste_C_Oeste;6031234.0
2012-10-01;Residencial Sudeste_C_Oeste;6007635.0
2012-11-01;Residencial Sudeste_C_Oeste;6345654.0
2012-12-01;Residencial Sudeste_C_Oeste;6146878.0
2013-01-01;Residencial Sudeste_C_Oeste;6692477.0
2013-02-01;Residencial Sudeste_C_Oeste;6323043.0
2013-03-01;Residencial Sudeste_C_Oeste;6283908.0
2013-04-01;Residencial Sudeste_C_Oeste;6220599.0
2013-05-01;Residencial Sudeste_C_Oeste;6194929.0
2013-06-01;Residencial Sudeste_C_Oeste;6093836.0
2013-07-01;Residencial Sudeste_C_Oeste;5946478.0
2013-08-01;Residencial Sudeste_C_Oeste;6125025.0
2013-09-01;Residencial Sudeste_C_Oeste;6121221.0
2013-10-01;Residencial Sudeste_C_Oeste;6299767.0
2013-11-01;Residencial Sudeste_C_Oeste;6452548.0
2013-12-01;Residencial Sudeste_C_Oeste;6404481.0
2014-01-01;Residencial Sudeste_C_Oeste;7029511.0
2014-02-01;Residencial Sudeste_C_Oeste;7065487.0
2014-03-01;Residencial Sudeste_C_Oeste;6770970.0
2014-04-01;Residencial Sudeste_C_Oeste;6459068.0
2014-05-01;Residencial Sudeste_C_Oeste;6457162.0
2014-06-01;Residencial Sudeste_C_Oeste;6044582.0
2014-07-01;Residencial Sudeste_C_Oeste;6188284.0
2014-08-01;Residencial Sudeste_C_Oeste;6173878.0
2014-09-01;Residencial Sudeste_C_Oeste;6238624.0
2014-10-01;Residencial Sudeste_C_Oeste;6697433.0
2014-11-01;Residencial Sudeste_C_Oeste;6804227.0
2014-12-01;Residencial Sudeste_C_Oeste;6527206.0
2015-01-01;Residencial Sudeste_C_Oeste;7582887.0
2015-02-01;Residencial Sudeste_C_Oeste;7000140.0
2015-03-01;Residencial Sudeste_C_Oeste;6513138.0
2015-04-01;Residencial Sudeste_C_Oeste;6373926.0
2015-05-01;Residencial Sudeste_C_Oeste;6167947.0
2015-06-01;Residencial Sudeste_C_Oeste;5821000.0
2015-07-01;Residencial Sudeste_C_Oeste;5847719.0
2015-08-01;Residencial Sudeste_C_Oeste;6049435.0
2015-09-01;Residencial Sudeste_C_Oeste;6103734.0
2015-10-01;Residencial Sudeste_C_Oeste;6608908.0
2015-11-01;Residencial Sudeste_C_Oeste;6581340.0
2015-12-01;Residencial Sudeste_C_Oeste;6442480.0
2016-01-01;Residencial Sudeste_C_Oeste;6941360.0
2016-02-01;Residencial Sudeste_C_Oeste;6647646.0
2016-03-01;Residencial Sudeste_C_Oeste;6589025.0
2016-04-01;Residencial Sudeste_C_Oeste;7027987.0
2016-05-01;Residencial Sudeste_C_Oeste;6329379.0
2016-06-01;Residencial Sudeste_C_Oeste;6038759.0
2016-07-01;Residencial Sudeste_C_Oeste;5889913.0
2016-08-01;Residencial Sudeste_C_Oeste;5978440.0
2016-09-01;Residencial Sudeste_C_Oeste;6360277.0
2016-10-01;Residencial Sudeste_C_Oeste;6334537.0
2016-11-01;Residencial Sudeste_C_Oeste;6486209.0
2016-12-01;Residencial Sudeste_C_Oeste;6575197.0
2017-01-01;Residencial Sudeste_C_Oeste;6994588.0
2017-02-01;Residencial Sudeste_C_Oeste;6635763.0
2017-03-01;Residencial Sudeste_C_Oeste;7119901.0
2017-04-01;Residencial Sudeste_C_Oeste;6513603.0
2017-05-01;Residencial Sudeste_C_Oeste;6350736.0
2017-06-01;Residencial Sudeste_C_Oeste;6182691.0
2017-07-01;Residencial Sudeste_C_Oeste;6016202.0
2017-08-01;Residencial Sudeste_C_Oeste;5986026.0
2017-09-01;Residencial Sudeste_C_Oeste;6478687.0
2017-10-01;Residencial Sudeste_C_Oeste;6489424.0
2017-11-01;Residencial Sudeste_C_Oeste;6693642.0
2017-12-01;Residencial Sudeste_C_Oeste;6611498.0
2018-01-01;Residencial Sudeste_C_Oeste;6978254.56
2018-02-01;Residencial Sudeste_C_Oeste;6810813.159999999
2018-03-01;Residencial Sudeste_C_Oeste;7070572.69
2018-04-01;Residencial Sudeste_C_Oeste;7085710.96
2018-05-01;Residencial Sudeste_C_Oeste;6638069.149999999
2018-06-01;Residencial Sudeste_C_Oeste;6344704.99
2018-07-01;Residencial Sudeste_C_Oeste;6218406.61
2018-08-01;Residencial Sudeste_C_Oeste;6179531.78
2018-09-01;Residencial Sudeste_C_Oeste;6470816.54
2018-10-01;Residencial Sudeste_C_Oeste;6704196.789999997
2018-11-01;Residencial Sudeste_C_Oeste;6769133.709999998
2018-12-01;Residencial Sudeste_C_Oeste;6835347.319999998
2019-01-01;Residencial Sudeste_C_Oeste;7606566.16
2019-02-01;Residencial Sudeste_C_Oeste;7388749.800000002
2019-03-01;Residencial Sudeste_C_Oeste;7233233.830000001
2019-04-01;Residencial Sudeste_C_Oeste;6758549.26
2019-05-01;Residencial Sudeste_C_Oeste;6968724.91
2019-06-01;Residencial Sudeste_C_Oeste;6347390.079999999
2019-07-01;Residencial Sudeste_C_Oeste;6218322.930000001
2019-08-01;Residencial Sudeste_C_Oeste;6297709.949999999
2019-09-01;Residencial Sudeste_C_Oeste;6638567.419999999
2019-10-01;Residencial Sudeste_C_Oeste;6969347.930000001
2019-11-01;Residencial Sudeste_C_Oeste;7244600.71
2019-12-01;Residencial Sudeste_C_Oeste;6906880.080000001
2020-01-01;Residencial Sudeste_C_Oeste;7408314.649999999
2020-02-01;Residencial Sudeste_C_Oeste;7133065.029999999
2020-03-01;Residencial Sudeste_C_Oeste;7118800.18
2020-04-01;Residencial Sudeste_C_Oeste;6969881.699999999
2020-05-01;Residencial Sudeste_C_Oeste;6635826.03
2020-06-01;Residencial Sudeste_C_Oeste;6491217.129999999
2020-07-01;Residencial Sudeste_C_Oeste;6635472.57
2020-08-01;Residencial Sudeste_C_Oeste;6875577.93
2020-09-01;Residencial Sudeste_C_Oeste;7080465.340000001
2020-10-01;Residencial Sudeste_C_Oeste;7724253.760000001
2020-11-01;Residencial Sudeste_C_Oeste;7382005.979999999
2020-12-01;Residencial Sudeste_C_Oeste;7771352.47
2021-01-01;Residencial Sudeste_C_Oeste;7926012.029999999
2021-02-01;Residencial Sudeste_C_Oeste;7467826.810000001
2021-03-01;Residencial Sudeste_C_Oeste;7650242.28
2021-04-01;Residencial Sudeste_C_Oeste;7740795.979999999
2021-05-01;Residencial Sudeste_C_Oeste;6839185.699999999
2021-06-01;Residencial Sudeste_C_Oeste;6819456.33
2021-07-01;Residencial Sudeste_C_Oeste;6543859.92
2021-08-01;Residencial Sudeste_C_Oeste;6638282.430000001
2021-09-01;Residencial Sudeste_C_Oeste;7400597.250000002
2021-10-01;Residencial Sudeste_C_Oeste;7196981.1
2021-11-01;Residencial Sudeste_C_Oeste;6982661.41
2021-12-01;Residencial Sudeste_C_Oeste;7397223.74
2022-01-01;Residencial Sudeste_C_Oeste;7311577.62
2022-02-01;Residencial Sudeste_C_Oeste;7414239.87
2022-03-01;Residencial Sudeste_C_Oeste;7998151.0
2022-04-01;Residencial Sudeste_C_Oeste;7584614.460000001
2022-05-01;Residencial Sudeste_C_Oeste;7010577.71
2022-06-01;Residencial Sudeste_C_Oeste;6719691.9
2022-07-01;Residencial Sudeste_C_Oeste;6777307.069999999
2022-08-01;Residencial Sudeste_C_Oeste;6825994.610000001
2022-09-01;Residencial Sudeste_C_Oeste;7054631.199999999
2022-10-01;Residencial Sudeste_C_Oeste;7156112.84
2022-11-01;Residencial Sudeste_C_Oeste;7326683.65
2022-12-01;Residencial Sudeste_C_Oeste;7760748.589999999
2023-01-01;Residencial Sudeste_C_Oeste;7410417.590000003
2023-02-01;Residencial Sudeste_C_Oeste;7584607.85
2023-03-01;Residencial Sudeste_C_Oeste;8173397.169999999
2004-01-01;Residencial São Paulo;2074540.88
2004-02-01;Residencial São Paulo;1980655.12
2004-03-01;Residencial São Paulo;2058328.09
2004-04-01;Residencial São Paulo;2169642.61
2004-05-01;Residencial São Paulo;2041061.68
2004-06-01;Residencial São Paulo;2039384.38
2004-07-01;Residencial São Paulo;2066713.34
2004-08-01;Residencial São Paulo;2074704.65
2004-09-01;Residencial São Paulo;2122526.57
2004-10-01;Residencial São Paulo;2117323.09
2004-11-01;Residencial São Paulo;2107765.41
2004-12-01;Residencial São Paulo;2040860.4
2005-01-01;Residencial São Paulo;2186011.6
2005-02-01;Residencial São Paulo;2070147.27
2005-03-01;Residencial São Paulo;2132612.31
2005-04-01;Residencial São Paulo;2229431.52
2005-05-01;Residencial São Paulo;2116809.2700000005
2005-06-01;Residencial São Paulo;2177681.76
2005-07-01;Residencial São Paulo;2162540.56
2005-08-01;Residencial São Paulo;2173290.79
2005-09-01;Residencial São Paulo;2224133.06
2005-10-01;Residencial São Paulo;2247606.75
2005-11-01;Residencial São Paulo;2192297.08
2005-12-01;Residencial São Paulo;2210950.95
2006-01-01;Residencial São Paulo;2255056.35
2006-02-01;Residencial São Paulo;2230458.0900000003
2006-03-01;Residencial São Paulo;2308011.1500000004
2006-04-01;Residencial São Paulo;2320716.74
2006-05-01;Residencial São Paulo;2276048.6200000006
2006-06-01;Residencial São Paulo;2327287.0700000003
2006-07-01;Residencial São Paulo;2277352.08
2006-08-01;Residencial São Paulo;2296701.1700000004
2006-09-01;Residencial São Paulo;2377111.22
2006-10-01;Residencial São Paulo;2339656.49
2006-11-01;Residencial São Paulo;2379708.16
