Data_padrao;Granularidade;Valor
2014-05-01;Total São Paulo;11382926.0
2014-06-01;Total São Paulo;10734862.0
2014-07-01;Total São Paulo;10698491.0
2014-08-01;Total São Paulo;11047754.0
2014-09-01;Total São Paulo;11046894.0
2014-10-01;Total São Paulo;11378892.0
2014-11-01;Total São Paulo;11892033.0
2014-12-01;Total São Paulo;11372078.0
2015-01-01;Total São Paulo;11481676.0
2015-02-01;Total São Paulo;11507491.0
2015-03-01;Total São Paulo;11031343.0
2015-04-01;Total São Paulo;11270450.0
2015-05-01;Total São Paulo;10752521.52
2015-06-01;Total São Paulo;10386669.0
2015-07-01;Total São Paulo;10315312.0
2015-08-01;Total São Paulo;10584714.0
2015-09-01;Total São Paulo;10513696.0
2015-10-01;Total São Paulo;11042641.6
2015-11-01;Total São Paulo;11041426.0
2015-12-01;Total São Paulo;10886792.0
2016-01-01;Total São Paulo;10477738.0
2016-02-01;Total São Paulo;10736196.0
2016-03-01;Total São Paulo;10780606.0
2016-04-01;Total São Paulo;11310303.0
2016-05-01;Total São Paulo;10579537.0
2016-06-01;Total São Paulo;10231620.0
2016-07-01;Total São Paulo;10296693.0
2016-08-01;Total São Paulo;10309737.0
2016-09-01;Total São Paulo;10572897.0
2016-10-01;Total São Paulo;10486686.0
2016-11-01;Total São Paulo;10687240.0
2016-12-01;Total São Paulo;10701418.0
2017-01-01;Total São Paulo;10670245.0
2017-02-01;Total São Paulo;10623763.0
2017-03-01;Total São Paulo;11056750.0
2017-04-01;Total São Paulo;11097089.0
2017-05-01;Total São Paulo;10518038.0
2017-06-01;Total São Paulo;10549509.24
2017-07-01;Total São Paulo;10436004.0
2017-08-01;Total São Paulo;10318003.76
2017-09-01;Total São Paulo;11114087.0
2017-10-01;Total São Paulo;10974953.0
2017-11-01;Total São Paulo;11103566.0
2017-12-01;Total São Paulo;11145069.0
2018-01-01;Total São Paulo;10887386.83
2018-02-01;Total São Paulo;10926989.39
2018-03-01;Total São Paulo;11490611.560000002
2018-04-01;Total São Paulo;11495435.81
2018-05-01;Total São Paulo;10957759.079999998
2018-06-01;Total São Paulo;10709582.93
2018-07-01;Total São Paulo;10749434.640000002
2018-08-01;Total São Paulo;10650379.12
2018-09-01;Total São Paulo;11071282.27
2018-10-01;Total São Paulo;11061220.930000002
2018-11-01;Total São Paulo;11297898.22
2018-12-01;Total São Paulo;11137050.02
2019-01-01;Total São Paulo;11434469.570000002
2019-02-01;Total São Paulo;11491323.22
2019-03-01;Total São Paulo;11316811.230000002
2019-04-01;Total São Paulo;11020534.299999995
2019-05-01;Total São Paulo;11232260.05
2019-06-01;Total São Paulo;10556818.1
2019-07-01;Total São Paulo;10369811.739999998
2019-08-01;Total São Paulo;10453847.49
2019-09-01;Total São Paulo;10820948.91
2019-10-01;Total São Paulo;11478577.71
2019-11-01;Total São Paulo;11613563.83
2019-12-01;Total São Paulo;11059424.079999998
2020-01-01;Total São Paulo;11068761.68
2020-02-01;Total São Paulo;11098978.029999996
2020-03-01;Total São Paulo;11209896.66
2020-04-01;Total São Paulo;10049424.75
2020-05-01;Total São Paulo;9451274.92
2020-06-01;Total São Paulo;9555173.65
2020-07-01;Total São Paulo;10206009.47
2020-08-01;Total São Paulo;10719591.76
2020-09-01;Total São Paulo;11106811.28
2020-10-01;Total São Paulo;11737613.12
2020-11-01;Total São Paulo;11418747.599999998
2020-12-01;Total São Paulo;11602166.410000002
2021-01-01;Total São Paulo;11939883.409999998
2021-02-01;Total São Paulo;11511040.980000002
2021-03-01;Total São Paulo;12444223.321
2021-04-01;Total São Paulo;11704463.11
2021-05-01;Total São Paulo;10958863.92
2021-06-01;Total São Paulo;10898785.8
2021-07-01;Total São Paulo;10828769.299
2021-08-01;Total São Paulo;10922857.721
2021-09-01;Total São Paulo;11552699.900000002
2021-10-01;Total São Paulo;11581096.32
2021-11-01;Total São Paulo;11322958.2
2021-12-01;Total São Paulo;11694461.55
2022-01-01;Total São Paulo;11401892.010000002
2022-02-01;Total São Paulo;11344153.319999998
2022-03-01;Total São Paulo;12021101.561
2022-04-01;Total São Paulo;12117308.099
2022-05-01;Total São Paulo;11459334.86
2022-06-01;Total São Paulo;11121389.1
2022-07-01;Total São Paulo;11259600.459
2022-08-01;Total São Paulo;11434393.37
2022-09-01;Total São Paulo;11516728.52
2022-10-01;Total São Paulo;11324524.48
2022-11-01;Total São Paulo;11573624.95
2022-12-01;Total São Paulo;11706579.62
2023-01-01;Total São Paulo;11285347.29
2023-02-01;Total São Paulo;11497603.381
2023-03-01;Total São Paulo;11896633.73
2004-01-01;Comercial Brasil;4244836.92
2004-02-01;Comercial Brasil;4147274.82
2004-03-01;Comercial Brasil;4203862.840000001
2004-04-01;Comercial Brasil;4447074.75
2004-05-01;Comercial Brasil;4105720.09
2004-06-01;Comercial Brasil;3840000.57
2004-07-01;Comercial Brasil;3887234.15
2004-08-01;Comercial Brasil;3867267.52
2004-09-01;Comercial Brasil;4121321.29
2004-10-01;Comercial Brasil;4187989.830000001
2004-11-01;Comercial Brasil;4233168.600000001
2004-12-01;Comercial Brasil;4400136.59
2005-01-01;Comercial Brasil;4492543.970000001
2005-02-01;Comercial Brasil;4365606.140000001
2005-03-01;Comercial Brasil;4552519.8
2005-04-01;Comercial Brasil;4687079.819999999
2005-05-01;Comercial Brasil;4377603.69
2005-06-01;Comercial Brasil;4297519.239999999
2005-07-01;Comercial Brasil;4147256.93
2005-08-01;Comercial Brasil;4141719.4700000007
2005-09-01;Comercial Brasil;4361233.48
2005-10-01;Comercial Brasil;4412144.14
2005-11-01;Comercial Brasil;4536866.72
2005-12-01;Comercial Brasil;4662468.75
2006-01-01;Comercial Brasil;4642995.45
2006-02-01;Comercial Brasil;4825669.7
2006-03-01;Comercial Brasil;4875070.62
2006-04-01;Comercial Brasil;4833693.900000001
2006-05-01;Comercial Brasil;4418608.749999999
2006-06-01;Comercial Brasil;4319585.25
2006-07-01;Comercial Brasil;4230514.51
2006-08-01;Comercial Brasil;4408225.550000001
2006-09-01;Comercial Brasil;4512013.98
2006-10-01;Comercial Brasil;4581791.06
2006-11-01;Comercial Brasil;4768229.359999999
2006-12-01;Comercial Brasil;4952341.149999999
2007-01-01;Comercial Brasil;4941580.0
2007-02-01;Comercial Brasil;4923943.0
2007-03-01;Comercial Brasil;5099470.0
2007-04-01;Comercial Brasil;5287341.0
2007-05-01;Comercial Brasil;4864118.0
2007-06-01;Comercial Brasil;4587140.0
2007-07-01;Comercial Brasil;4486888.0
2007-08-01;Comercial Brasil;4520225.0
2007-09-01;Comercial Brasil;4787183.0
2007-10-01;Comercial Brasil;4881812.0
2007-11-01;Comercial Brasil;5105641.0
2007-12-01;Comercial Brasil;5161662.0
2008-01-01;Comercial Brasil;5227521.85
2008-02-01;Comercial Brasil;5190004.48
2008-03-01;Comercial Brasil;5242256.14
2008-04-01;Comercial Brasil;5206102.0600000005
2008-05-01;Comercial Brasil;5090516.8
2008-06-01;Comercial Brasil;4829191.2
2008-07-01;Comercial Brasil;4790578.74
2008-08-01;Comercial Brasil;4984062.67
2008-09-01;Comercial Brasil;5104419.98
2008-10-01;Comercial Brasil;5260713.140000001
2008-11-01;Comercial Brasil;5501495.59
2008-12-01;Comercial Brasil;5386037.72
2009-01-01;Comercial Brasil;5367747.0
2009-02-01;Comercial Brasil;5442517.0
2009-03-01;Comercial Brasil;5698327.0
2009-04-01;Comercial Brasil;5685560.0
2009-05-01;Comercial Brasil;5247517.0
2009-06-01;Comercial Brasil;5031436.0
2009-07-01;Comercial Brasil;4996843.0
2009-08-01;Comercial Brasil;5129084.0
2009-09-01;Comercial Brasil;5304022.0
2009-10-01;Comercial Brasil;5493177.0
2009-11-01;Comercial Brasil;5763756.0
2009-12-01;Comercial Brasil;6094576.0
2010-01-01;Comercial Brasil;5850651.6
2010-02-01;Comercial Brasil;5885129.0
2010-03-01;Comercial Brasil;6162429.0
2010-04-01;Comercial Brasil;6009647.0
2010-05-01;Comercial Brasil;5657847.0
2010-06-01;Comercial Brasil;5420061.0
2010-07-01;Comercial Brasil;5223668.0
2010-08-01;Comercial Brasil;5451232.0
2010-09-01;Comercial Brasil;5657844.0
2010-10-01;Comercial Brasil;5712706.0
2010-11-01;Comercial Brasil;5833309.0
2010-12-01;Comercial Brasil;6305473.0
2011-01-01;Comercial Brasil;6250067.0
2011-02-01;Comercial Brasil;6330954.0
2011-03-01;Comercial Brasil;6373328.0
2011-04-01;Comercial Brasil;6297738.0
2011-05-01;Comercial Brasil;6002047.0
2011-06-01;Comercial Brasil;5718674.0
2011-07-01;Comercial Brasil;5654276.0
2011-08-01;Comercial Brasil;5879222.0
2011-09-01;Comercial Brasil;6113102.0
2011-10-01;Comercial Brasil;6156478.0
2011-11-01;Comercial Brasil;6207693.0
2011-12-01;Comercial Brasil;6497944.0
2012-01-01;Comercial Brasil;6466277.319999999
2012-02-01;Comercial Brasil;6608140.75
2012-03-01;Comercial Brasil;7036827.53
2012-04-01;Comercial Brasil;6856040.3
2012-05-01;Comercial Brasil;6416533.27
2012-06-01;Comercial Brasil;6281699.709999999
2012-07-01;Comercial Brasil;6033382.69
2012-08-01;Comercial Brasil;6303156.94
2012-09-01;Comercial Brasil;6501886.32
2012-10-01;Comercial Brasil;6591504.4
2012-11-01;Comercial Brasil;7051341.03
2012-12-01;Comercial Brasil;7079565.369999999
2013-01-01;Comercial Brasil;7202468.0
2013-02-01;Comercial Brasil;7035408.0
2013-03-01;Comercial Brasil;7146581.0
2013-04-01;Comercial Brasil;7050788.0
2013-05-01;Comercial Brasil;6832911.0
2013-06-01;Comercial Brasil;6594674.0
2013-07-01;Comercial Brasil;6453638.0
2013-08-01;Comercial Brasil;6601480.0
2013-09-01;Comercial Brasil;6760321.0
2013-10-01;Comercial Brasil;7071235.0
2013-11-01;Comercial Brasil;7382159.0
2013-12-01;Comercial Brasil;7572217.0
2014-01-01;Comercial Brasil;7745052.0
2014-02-01;Comercial Brasil;8204334.0
2014-03-01;Comercial Brasil;7744219.0
2014-04-01;Comercial Brasil;7587765.0
2014-05-01;Comercial Brasil;7303571.0
2014-06-01;Comercial Brasil;6862125.0
2014-07-01;Comercial Brasil;6772573.0
2014-08-01;Comercial Brasil;6989447.0
2014-09-01;Comercial Brasil;7186043.0
2014-10-01;Comercial Brasil;7615292.0
2014-11-01;Comercial Brasil;7974122.0
2014-12-01;Comercial Brasil;7855916.0
2015-01-01;Comercial Brasil;8076142.859999999
2015-02-01;Comercial Brasil;8089865.0
2015-03-01;Comercial Brasil;7907780.0
2015-04-01;Comercial Brasil;7906721.0
2015-05-01;Comercial Brasil;7363736.0
2015-06-01;Comercial Brasil;7072660.0
2015-07-01;Comercial Brasil;6838562.0
2015-08-01;Comercial Brasil;7077425.0
2015-09-01;Comercial Brasil;7161169.0
2015-10-01;Comercial Brasil;7630771.0
2015-11-01;Comercial Brasil;7790700.0
2015-12-01;Comercial Brasil;7852009.0
2016-01-01;Comercial Brasil;7760773.0
2016-02-01;Comercial Brasil;7714336.0
2016-03-01;Comercial Brasil;7798026.0
2016-04-01;Comercial Brasil;8046466.0
2016-05-01;Comercial Brasil;7379039.0
2016-06-01;Comercial Brasil;6847934.0
2016-07-01;Comercial Brasil;6686063.0
2016-08-01;Comercial Brasil;6749563.0
2016-09-01;Comercial Brasil;6998392.0
2016-10-01;Comercial Brasil;7031209.0
2016-11-01;Comercial Brasil;7335151.0
2016-12-01;Comercial Brasil;7525886.0
2017-01-01;Comercial Brasil;7778453.0
2017-02-01;Comercial Brasil;7683653.0
2017-03-01;Comercial Brasil;7964592.0
2017-04-01;Comercial Brasil;7697452.0
2017-05-01;Comercial Brasil;7248489.0
2017-06-01;Comercial Brasil;7010216.0
2017-07-01;Comercial Brasil;6655413.0
2017-08-01;Comercial Brasil;6718745.0
2017-09-01;Comercial Brasil;7114941.0
2017-10-01;Comercial Brasil;7309398.0
2017-11-01;Comercial Brasil;7491351.0
2017-12-01;Comercial Brasil;7619787.0
2018-01-01;Comercial Brasil;7611451.73
2018-02-01;Comercial Brasil;7572069.42
2018-03-01;Comercial Brasil;7865509.34
2018-04-01;Comercial Brasil;7847428.399999999
2018-05-01;Comercial Brasil;7417646.879999999
2018-06-01;Comercial Brasil;6885494.720000001
2018-07-01;Comercial Brasil;6747083.550000001
2018-08-01;Comercial Brasil;6894848.63
2018-09-01;Comercial Brasil;7030950.889999999
2018-10-01;Comercial Brasil;7430571.86
2018-11-01;Comercial Brasil;7573780.061
2018-12-01;Comercial Brasil;7753769.31
2019-01-01;Comercial Brasil;8125418.94
2019-02-01;Comercial Brasil;8209492.66
2019-03-01;Comercial Brasil;8054652.89
2019-04-01;Comercial Brasil;7781940.670000001
2019-05-01;Comercial Brasil;7767778.6
2019-06-01;Comercial Brasil;7140814.04
2019-07-01;Comercial Brasil;6915257.649999999
2019-08-01;Comercial Brasil;6945604.159999999
2019-09-01;Comercial Brasil;7244461.891
2019-10-01;Comercial Brasil;7754692.209999999
2019-11-01;Comercial Brasil;8095399.29
2019-12-01;Comercial Brasil;8047979.800000001
2020-01-01;Comercial Brasil;8019694.760100001
2020-02-01;Comercial Brasil;8039224.930000001
2020-03-01;Comercial Brasil;7816092.06
2020-04-01;Comercial Brasil;6388288.620000001
2020-05-01;Comercial Brasil;5774137.6401
2020-06-01;Comercial Brasil;5611285.98
2020-07-01;Comercial Brasil;5934882.180000001
2020-08-01;Comercial Brasil;6250459.76
2020-09-01;Comercial Brasil;6666276.390000001
2020-10-01;Comercial Brasil;7353304.451
2020-11-01;Comercial Brasil;7150141.860000001
2020-12-01;Comercial Brasil;7520378.129999999
2021-01-01;Comercial Brasil;7654104.919999999
2021-02-01;Comercial Brasil;7530942.579999999
2021-03-01;Comercial Brasil;8033612.67
2021-04-01;Comercial Brasil;7287224.870000002
2021-05-01;Comercial Brasil;6837774.619999999
2021-06-01;Comercial Brasil;6781308.880000001
2021-07-01;Comercial Brasil;6611356.75
2021-08-01;Comercial Brasil;6843493.420000001
2021-09-01;Comercial Brasil;7274689.31
2021-10-01;Comercial Brasil;7489158.93
2021-11-01;Comercial Brasil;7484640.23
2021-12-01;Comercial Brasil;7959463.289999998
2022-01-01;Comercial Brasil;7964645.779999999
2022-02-01;Comercial Brasil;7986321.649999999
2022-03-01;Comercial Brasil;8403728.049999999
2022-04-01;Comercial Brasil;8224692.980000001
2022-05-01;Comercial Brasil;7611221.91
2022-06-01;Comercial Brasil;7144150.05
2022-07-01;Comercial Brasil;7164470.46
2022-08-01;Comercial Brasil;7303449.39
2022-09-01;Comercial Brasil;7392662.979999999
2022-10-01;Comercial Brasil;7483166.69
2022-11-01;Comercial Brasil;7718707.530000001
2022-12-01;Comercial Brasil;8094515.870099999
2023-01-01;Comercial Brasil;8078506.790000001
2023-02-01;Comercial Brasil;8173059.1
2023-03-01;Comercial Brasil;8592076.39
2004-01-01;Comercial Sudeste_C_Oeste;2753113.1
2004-02-01;Comercial Sudeste_C_Oeste;2682494.2
2004-03-01;Comercial Sudeste_C_Oeste;2704362.4900000007
2004-04-01;Comercial Sudeste_C_Oeste;2904506.66
2004-05-01;Comercial Sudeste_C_Oeste;2642039.4999999995
2004-06-01;Comercial Sudeste_C_Oeste;2439600.8200000003
2004-07-01;Comercial Sudeste_C_Oeste;2511337.02
2004-08-01;Comercial Sudeste_C_Oeste;2473567.41
2004-09-01;Comercial Sudeste_C_Oeste;2669902.04
2004-10-01;Comercial Sudeste_C_Oeste;2735067.7100000004
2004-11-01;Comercial Sudeste_C_Oeste;2727002.9600000004
2004-12-01;Comercial Sudeste_C_Oeste;2823425.28
2005-01-01;Comercial Sudeste_C_Oeste;2876746.0200000005
2005-02-01;Comercial Sudeste_C_Oeste;2783111.4000000004
2005-03-01;Comercial Sudeste_C_Oeste;2916166.71
2005-04-01;Comercial Sudeste_C_Oeste;3048314.03
2005-05-01;Comercial Sudeste_C_Oeste;2821754.9799999995
2005-06-01;Comercial Sudeste_C_Oeste;2773805.95
2005-07-01;Comercial Sudeste_C_Oeste;2654927.3600000003
2005-08-01;Comercial Sudeste_C_Oeste;2632078.8300000005
2005-09-01;Comercial Sudeste_C_Oeste;2831800.64
2005-10-01;Comercial Sudeste_C_Oeste;2853484.19
2005-11-01;Comercial Sudeste_C_Oeste;2920889.21
2005-12-01;Comercial Sudeste_C_Oeste;2961815.1
2006-01-01;Comercial Sudeste_C_Oeste;2963726.5900000003
2006-02-01;Comercial Sudeste_C_Oeste;3134281.71
2006-03-01;Comercial Sudeste_C_Oeste;3160255.23
2006-04-01;Comercial Sudeste_C_Oeste;3135278.480000001
2006-05-01;Comercial Sudeste_C_Oeste;2864249.32
2006-06-01;Comercial Sudeste_C_Oeste;2766037.61
2006-07-01;Comercial Sudeste_C_Oeste;2698298.9599999995
2006-08-01;Comercial Sudeste_C_Oeste;2819275.1100000003
2006-09-01;Comercial Sudeste_C_Oeste;2916339.63
2006-10-01;Comercial Sudeste_C_Oeste;2951813.44
2006-11-01;Comercial Sudeste_C_Oeste;3055358.72
2006-12-01;Comercial Sudeste_C_Oeste;3192306.2099999995
2007-01-01;Comercial Sudeste_C_Oeste;3134577.0
2007-02-01;Comercial Sudeste_C_Oeste;3139800.0
2007-03-01;Comercial Sudeste_C_Oeste;3302696.0
2007-04-01;Comercial Sudeste_C_Oeste;3437789.0
2007-05-01;Comercial Sudeste_C_Oeste;3116822.0
2007-06-01;Comercial Sudeste_C_Oeste;2915845.0
2007-07-01;Comercial Sudeste_C_Oeste;2855353.0
2007-08-01;Comercial Sudeste_C_Oeste;2848556.0
2007-09-01;Comercial Sudeste_C_Oeste;3093584.0
2007-10-01;Comercial Sudeste_C_Oeste;3129911.0
2007-11-01;Comercial Sudeste_C_Oeste;3282062.0
2007-12-01;Comercial Sudeste_C_Oeste;3291640.0
2008-01-01;Comercial Sudeste_C_Oeste;3321253.0
2008-02-01;Comercial Sudeste_C_Oeste;3321951.0
2008-03-01;Comercial Sudeste_C_Oeste;3322842.0
2008-04-01;Comercial Sudeste_C_Oeste;3324129.0
2008-05-01;Comercial Sudeste_C_Oeste;3287559.0
2008-06-01;Comercial Sudeste_C_Oeste;3074862.0
2008-07-01;Comercial Sudeste_C_Oeste;3049820.0
2008-08-01;Comercial Sudeste_C_Oeste;3182842.0
2008-09-01;Comercial Sudeste_C_Oeste;3261630.0
2008-10-01;Comercial Sudeste_C_Oeste;3370417.0
2008-11-01;Comercial Sudeste_C_Oeste;3553001.0
2008-12-01;Comercial Sudeste_C_Oeste;3387786.0
2009-01-01;Comercial Sudeste_C_Oeste;3400542.0
2009-02-01;Comercial Sudeste_C_Oeste;3467939.0
2009-03-01;Comercial Sudeste_C_Oeste;3665462.0
2009-04-01;Comercial Sudeste_C_Oeste;3628824.0
2009-05-01;Comercial Sudeste_C_Oeste;3354830.0
2009-06-01;Comercial Sudeste_C_Oeste;3188116.0
2009-07-01;Comercial Sudeste_C_Oeste;3162382.0
2009-08-01;Comercial Sudeste_C_Oeste;3241383.0
2009-09-01;Comercial Sudeste_C_Oeste;3380418.0
2009-10-01;Comercial Sudeste_C_Oeste;3513293.0
2009-11-01;Comercial Sudeste_C_Oeste;3726901.0
2009-12-01;Comercial Sudeste_C_Oeste;3916545.0
2010-01-01;Comercial Sudeste_C_Oeste;3745980.0
2010-02-01;Comercial Sudeste_C_Oeste;3786813.0
2010-03-01;Comercial Sudeste_C_Oeste;3929719.0
2010-04-01;Comercial Sudeste_C_Oeste;3865952.0
2010-05-01;Comercial Sudeste_C_Oeste;3618206.0
2010-06-01;Comercial Sudeste_C_Oeste;3431938.0
2010-07-01;Comercial Sudeste_C_Oeste;3287308.0
2010-08-01;Comercial Sudeste_C_Oeste;3477155.0
2010-09-01;Comercial Sudeste_C_Oeste;3632850.0
2010-10-01;Comercial Sudeste_C_Oeste;3667755.0
2010-11-01;Comercial Sudeste_C_Oeste;3705134.0
2010-12-01;Comercial Sudeste_C_Oeste;4057825.0
2011-01-01;Comercial Sudeste_C_Oeste;4000094.0
2011-02-01;Comercial Sudeste_C_Oeste;4094813.0
2011-03-01;Comercial Sudeste_C_Oeste;4090580.0
2011-04-01;Comercial Sudeste_C_Oeste;4073984.0
2011-05-01;Comercial Sudeste_C_Oeste;3848903.0
2011-06-01;Comercial Sudeste_C_Oeste;3623565.0
2011-07-01;Comercial Sudeste_C_Oeste;3590064.0
2011-08-01;Comercial Sudeste_C_Oeste;3734960.0
2011-09-01;Comercial Sudeste_C_Oeste;3929599.0
2011-10-01;Comercial Sudeste_C_Oeste;3937650.0
2011-11-01;Comercial Sudeste_C_Oeste;3967154.0
2011-12-01;Comercial Sudeste_C_Oeste;4099037.0
2012-01-01;Comercial Sudeste_C_Oeste;4064638.69
2012-02-01;Comercial Sudeste_C_Oeste;4159559.28
2012-03-01;Comercial Sudeste_C_Oeste;4465976.0600000005
2012-04-01;Comercial Sudeste_C_Oeste;4422448.77
2012-05-01;Comercial Sudeste_C_Oeste;4066577.62
2012-06-01;Comercial Sudeste_C_Oeste;4005229.19
2012-07-01;Comercial Sudeste_C_Oeste;3820348.1
2012-08-01;Comercial Sudeste_C_Oeste;3979130.57
2012-09-01;Comercial Sudeste_C_Oeste;4171339.67
2012-10-01;Comercial Sudeste_C_Oeste;4238579.91
2012-11-01;Comercial Sudeste_C_Oeste;4568588.48
2012-12-01;Comercial Sudeste_C_Oeste;4494685.27
2013-01-01;Comercial Sudeste_C_Oeste;4611286.0
2013-02-01;Comercial Sudeste_C_Oeste;4450522.0
2013-03-01;Comercial Sudeste_C_Oeste;4530580.0
2013-04-01;Comercial Sudeste_C_Oeste;4482166.0
2013-05-01;Comercial Sudeste_C_Oeste;4318201.0
2013-06-01;Comercial Sudeste_C_Oeste;4199284.0
2013-07-01;Comercial Sudeste_C_Oeste;4077378.0
2013-08-01;Comercial Sudeste_C_Oeste;4130161.0
2013-09-01;Comercial Sudeste_C_Oeste;4302104.0
2013-10-01;Comercial Sudeste_C_Oeste;4504891.0
2013-11-01;Comercial Sudeste_C_Oeste;4726970.0
2013-12-01;Comercial Sudeste_C_Oeste;4840988.0
2014-01-01;Comercial Sudeste_C_Oeste;4952391.0
2014-02-01;Comercial Sudeste_C_Oeste;5240598.0
2014-03-01;Comercial Sudeste_C_Oeste;4962018.0
2014-04-01;Comercial Sudeste_C_Oeste;4845351.0
2014-05-01;Comercial Sudeste_C_Oeste;4656548.0
2014-06-01;Comercial Sudeste_C_Oeste;4331642.0
2014-07-01;Comercial Sudeste_C_Oeste;4266106.0
2014-08-01;Comercial Sudeste_C_Oeste;4374808.0
2014-09-01;Comercial Sudeste_C_Oeste;4529590.0
2014-10-01;Comercial Sudeste_C_Oeste;4871209.0
2014-11-01;Comercial Sudeste_C_Oeste;5066468.0
2014-12-01;Comercial Sudeste_C_Oeste;4902868.0
2015-01-01;Comercial Sudeste_C_Oeste;5146227.0
2015-02-01;Comercial Sudeste_C_Oeste;5126315.0
2015-03-01;Comercial Sudeste_C_Oeste;4990141.0
2015-04-01;Comercial Sudeste_C_Oeste;5021594.0
2015-05-01;Comercial Sudeste_C_Oeste;4643879.0
2015-06-01;Comercial Sudeste_C_Oeste;4441856.0
2015-07-01;Comercial Sudeste_C_Oeste;4290596.0
2015-08-01;Comercial Sudeste_C_Oeste;4429652.0
2015-09-01;Comercial Sudeste_C_Oeste;4479583.0
2015-10-01;Comercial Sudeste_C_Oeste;4865780.0
2015-11-01;Comercial Sudeste_C_Oeste;4994335.0
2015-12-01;Comercial Sudeste_C_Oeste;4966227.0
2016-01-01;Comercial Sudeste_C_Oeste;4890237.0
2016-02-01;Comercial Sudeste_C_Oeste;4838519.0
2016-03-01;Comercial Sudeste_C_Oeste;4855889.0
2016-04-01;Comercial Sudeste_C_Oeste;5122384.0
2016-05-01;Comercial Sudeste_C_Oeste;4619620.0
2016-06-01;Comercial Sudeste_C_Oeste;4243830.0
2016-07-01;Comercial Sudeste_C_Oeste;4124727.0
2016-08-01;Comercial Sudeste_C_Oeste;4163161.0
2016-09-01;Comercial Sudeste_C_Oeste;4367400.0
2016-10-01;Comercial Sudeste_C_Oeste;4376013.0
2016-11-01;Comercial Sudeste_C_Oeste;4575182.0
2016-12-01;Comercial Sudeste_C_Oeste;4680354.0
2017-01-01;Comercial Sudeste_C_Oeste;4890003.0
2017-02-01;Comercial Sudeste_C_Oeste;4837984.0
2017-03-01;Comercial Sudeste_C_Oeste;4968017.0
2017-04-01;Comercial Sudeste_C_Oeste;4838123.0
2017-05-01;Comercial Sudeste_C_Oeste;4558071.0
2017-06-01;Comercial Sudeste_C_Oeste;4345606.0
2017-07-01;Comercial Sudeste_C_Oeste;4110070.0
2017-08-01;Comercial Sudeste_C_Oeste;4090560.0
2017-09-01;Comercial Sudeste_C_Oeste;4429932.0
2017-10-01;Comercial Sudeste_C_Oeste;4546488.0
2017-11-01;Comercial Sudeste_C_Oeste;4686454.0
2017-12-01;Comercial Sudeste_C_Oeste;4727448.0
2018-01-01;Comercial Sudeste_C_Oeste;4749269.49
2018-02-01;Comercial Sudeste_C_Oeste;4737661.9
2018-03-01;Comercial Sudeste_C_Oeste;4929238.609999999
2018-04-01;Comercial Sudeste_C_Oeste;4961006.209999999
2018-05-01;Comercial Sudeste_C_Oeste;4607626.279999999
2018-06-01;Comercial Sudeste_C_Oeste;4267937.44
2018-07-01;Comercial Sudeste_C_Oeste;4200229.91
2018-08-01;Comercial Sudeste_C_Oeste;4238168.69
2018-09-01;Comercial Sudeste_C_Oeste;4386299.649999999
2018-10-01;Comercial Sudeste_C_Oeste;4628851.21
2018-11-01;Comercial Sudeste_C_Oeste;4694445.811
2018-12-01;Comercial Sudeste_C_Oeste;4851592.35
2019-01-01;Comercial Sudeste_C_Oeste;5076725.470000001
2019-02-01;Comercial Sudeste_C_Oeste;5112290.45
2019-03-01;Comercial Sudeste_C_Oeste;5029357.88
2019-04-01;Comercial Sudeste_C_Oeste;4835526.090000001
2019-05-01;Comercial Sudeste_C_Oeste;4853694.26
2019-06-01;Comercial Sudeste_C_Oeste;4405305.25
2019-07-01;Comercial Sudeste_C_Oeste;4209182.31
2019-08-01;Comercial Sudeste_C_Oeste;4247737.449999999
2019-09-01;Comercial Sudeste_C_Oeste;4499559.63
2019-10-01;Comercial Sudeste_C_Oeste;4839318.64
2019-11-01;Comercial Sudeste_C_Oeste;5054768.12
2019-12-01;Comercial Sudeste_C_Oeste;4922328.8100000005
2020-01-01;Comercial Sudeste_C_Oeste;4932888.59
2020-02-01;Comercial Sudeste_C_Oeste;4932684.74
2020-03-01;Comercial Sudeste_C_Oeste;4798064.140000001
2020-04-01;Comercial Sudeste_C_Oeste;3932651.310000001
2020-05-01;Comercial Sudeste_C_Oeste;3541047.4999999995
2020-06-01;Comercial Sudeste_C_Oeste;3398730.01
2020-07-01;Comercial Sudeste_C_Oeste;3580933.0500000003
2020-08-01;Comercial Sudeste_C_Oeste;3824389.8
2020-09-01;Comercial Sudeste_C_Oeste;4108975.69
2020-10-01;Comercial Sudeste_C_Oeste;4613348.931
2020-11-01;Comercial Sudeste_C_Oeste;4424917.500000001
2020-12-01;Comercial Sudeste_C_Oeste;4676701.39
2021-01-01;Comercial Sudeste_C_Oeste;4761856.35
2021-02-01;Comercial Sudeste_C_Oeste;4651460.18
2021-03-01;Comercial Sudeste_C_Oeste;5120286.07
2021-04-01;Comercial Sudeste_C_Oeste;4441614.740000001
2021-05-01;Comercial Sudeste_C_Oeste;4110413.02
2021-06-01;Comercial Sudeste_C_Oeste;4117482.33
2021-07-01;Comercial Sudeste_C_Oeste;3943304.09
2021-08-01;Comercial Sudeste_C_Oeste;4046569.93
2021-09-01;Comercial Sudeste_C_Oeste;4477297.44
2021-10-01;Comercial Sudeste_C_Oeste;4592521.34
