Data_padrao;Regiao;Valor
2009-07-01;Sistemas Isolados;153171.0
2009-07-01;Sudeste/C.Oeste;2625621.23
2009-07-01;Sul;836506.0
2009-07-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4612464.23
2009-08-01;Nordeste;846698.0
2009-08-01;Norte;201554.0
2009-08-01;Sistemas Isolados;162169.0
2009-08-01;Sudeste/C.Oeste;2617981.5
2009-08-01;Sul;840304.0
2009-08-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4668706.5
2009-09-01;Nordeste;892145.0
2009-09-01;Norte;209775.0
2009-09-01;Sistemas Isolados;168688.0
2009-09-01;Sudeste/C.Oeste;2657842.71
2009-09-01;Sul;840066.0
2009-09-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4768516.71
2009-10-01;Nordeste;931848.0
2009-10-01;Norte;211775.0
2009-10-01;Sistemas Isolados;175546.0
2009-10-01;Sudeste/C.Oeste;2684874.74
2009-10-01;Sul;844821.0
2009-10-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4848864.74
2009-11-01;Nordeste;928942.0
2009-11-01;Norte;206272.0
2009-11-01;Sistemas Isolados;124508.0
2009-11-01;Sudeste/C.Oeste;2653521.6
2009-11-01;Sul;888865.0
2009-11-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4802108.6
2009-12-01;Nordeste;1005812.0
2009-12-01;Norte;203561.0
2009-12-01;Sistemas Isolados;124294.0
2009-12-01;Sudeste/C.Oeste;2669837.6
2009-12-01;Sul;919838.0
2009-12-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4923342.6
2010-01-01;Nordeste;857544.35
2010-01-01;Norte;193946.0
2010-01-01;Sistemas Isolados;113369.75
2010-01-01;Sudeste/C.Oeste;2615314.3
2010-01-01;Sul;1070011.41
2010-01-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4850185.81
2010-02-01;Nordeste;860765.0
2010-02-01;Norte;186680.0
2010-02-01;Sistemas Isolados;109660.75
2010-02-01;Sudeste/C.Oeste;2634851.0
2010-02-01;Sul;1062813.0
2010-02-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4854769.75
2010-03-01;Nordeste;915507.0
2010-03-01;Norte;201442.0
2010-03-01;Sistemas Isolados;108871.82
2010-03-01;Sudeste/C.Oeste;2690244.0
2010-03-01;Sul;1119762.0
2010-03-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);5035826.82
2010-04-01;Nordeste;872753.0
2010-04-01;Norte;201488.0
2010-04-01;Sistemas Isolados;124079.48999999999
2010-04-01;Sudeste/C.Oeste;2736941.0
2010-04-01;Sul;1009616.0
2010-04-01;TOTAL OUTROS (RURAL + ILUMINAÇÃO PUB. + SERVIÇO PUB. + PODER PUB. + CONSUMO PRÓPRIO);4944877.49
2010-05-01;Nordeste;888748.0
2010-05-01;Norte;209945.0
